depth_ft,GR_api,RHOB_gcc,NPHI,DT_usft,RT_ohm_m,SP_mv,PHI_true,PERM_mD,SW_true
1361.574382921948,117.23,2.7133,0.0374,52.091,369.2728,-0.0,0.02,0.0001,0.8531
1362.908605737158,79.83,2.7012,0.0,52.447,478.2249,-32.74,0.02,0.0001,0.7854
1364.2428285523683,111.67,2.678,0.0595,57.144,45.2683,-0.0,0.0494,0.000612,0.8775
1365.5770513675784,34.13,2.4404,0.1121,72.296,59.2049,-24.42,0.1224,1.11967,0.2997
1366.9112741827885,69.72,2.6708,0.0542,56.796,65.8105,-21.76,0.0573,0.005765,0.6655
1368.2454969979985,31.04,2.6007,0.0,59.355,415.6445,-49.36,0.0268,0.000983,0.5597
1369.5797198132088,100.8,2.6195,0.0747,61.281,33.9354,-6.69,0.0773,0.002589,0.7331
1370.913942628419,55.68,2.4604,0.1278,69.594,33.8004,-16.93,0.1036,0.10994,0.4825
1372.2481654436292,32.29,2.5627,0.0683,62.386,210.757,-45.63,0.0437,0.008537,0.463
1373.5823882588393,54.56,2.4463,0.0699,68.877,35.0683,-42.42,0.1011,0.07723,0.4976
1374.9166110740493,37.24,2.3808,0.169,78.199,31.4599,-58.48,0.1669,0.897409,0.3222
1376.2508338892594,42.26,2.5187,0.072,67.237,79.3479,-60.75,0.0782,0.063026,0.5096
1377.5850567044697,49.57,2.4563,0.1619,73.08,22.1232,-28.06,0.1351,0.326637,0.4532
1378.9192795196798,44.09,2.5022,0.0682,69.374,76.9797,-64.04,0.0862,0.157915,0.4135
1380.2535023348898,26.37,2.4855,0.093,67.009,82.9862,-40.13,0.0886,0.182276,0.4282
1381.5877251501001,37.1,2.4687,0.0769,67.171,53.0223,-53.76,0.0829,0.547142,0.5512
1382.9219479653102,35.86,2.4336,0.0579,70.964,53.9131,-66.8,0.1124,0.366189,0.3667
1384.2561707805203,43.0,2.4022,0.1661,74.378,45.9603,-37.59,0.1422,1.523002,0.3316
1385.5903935957303,66.81,2.6597,0.0349,56.945,151.4686,-46.63,0.0442,0.000421,0.5693
1386.9246164109406,59.12,2.4826,0.127,68.472,40.3474,-33.39,0.0985,0.984868,0.5614
1388.2588392261507,52.54,2.4351,0.1085,70.398,34.8819,-49.19,0.1211,0.467884,0.4309
1389.593062041361,95.9,2.6208,0.0544,60.317,30.8519,-9.58,0.0711,0.008239,0.8113
1390.927284856571,105.22,2.6721,0.0489,57.537,73.7381,-3.33,0.045,0.00082,0.7709
1392.2615076717811,112.51,2.7043,0.0212,52.462,424.7057,-0.0,0.02,0.0001,0.8461
1393.5957304869912,38.06,2.4919,0.0691,70.62,50.5385,-32.61,0.1083,0.339054,0.3955
1394.9299533022015,19.85,2.4827,0.1351,69.051,85.8823,-79.65,0.1129,1.20895,0.3233
1396.2641761174116,35.7,2.5662,0.0,59.273,465.1921,-51.5,0.0338,0.006951,0.3835
1397.5983989326219,34.93,2.5348,0.0443,66.347,145.3885,-51.77,0.0717,0.016021,0.3917
1398.932621747832,41.47,2.6257,0.0226,61.434,254.8571,-49.78,0.0417,0.002011,0.4668
1400.266844563042,32.56,2.5326,0.0578,63.065,287.7682,-74.05,0.0542,0.034056,0.4113
1401.601067378252,30.53,2.6201,0.0089,58.28,486.9292,-60.72,0.0326,0.004301,0.4914
1402.9352901934624,34.88,2.486,0.1472,71.697,49.1152,-58.44,0.114,0.212497,0.3919
1404.2695130086724,28.62,2.4822,0.0726,66.673,55.0413,-47.42,0.0985,0.133887,0.4795
1405.6037358238825,55.26,2.5071,0.0977,64.763,36.4172,-38.43,0.0797,0.080423,0.6421
1406.9379586390928,47.03,2.5623,0.0732,61.281,114.3108,-54.23,0.0541,0.004666,0.5284
1408.2721814543029,93.08,2.6118,0.0624,58.995,47.8995,-15.63,0.0659,0.0201,0.7198
1409.606404269513,38.6,2.5568,0.0559,62.363,117.7797,-59.81,0.0523,0.027528,0.5724
1410.940627084723,51.5,2.5419,0.0967,64.825,74.1087,-50.25,0.0682,0.042302,0.5316
1412.2748498999333,46.64,2.5428,0.063,63.544,81.9882,-54.15,0.0635,0.035202,0.505
1413.6090727151434,42.21,2.5969,0.0457,60.257,522.4521,-80.5,0.0262,0.000993,0.4925
1414.9432955303537,39.73,2.5312,0.069,64.477,69.1837,-57.12,0.0638,0.028726,0.5292
1416.2775183455637,96.53,2.6332,0.0361,59.146,28.2844,-9.46,0.0758,0.013497,0.8078
1417.6117411607738,27.59,2.5851,0.0124,59.275,363.6679,-68.42,0.0344,0.01383,0.4899
1418.945963975984,40.85,2.6001,0.0379,59.875,1011.9015,-79.88,0.02,0.000335,0.47
1420.2801867911942,42.77,2.552,0.0334,60.157,180.0464,-60.74,0.0461,0.010502,0.5246
1421.6144096064043,46.42,2.5423,0.0451,63.411,46.7303,-51.12,0.0701,0.085198,0.6509
1422.9486324216143,48.05,2.6028,0.0281,61.2,165.8961,-48.14,0.0388,0.001483,0.6076
1424.2828552368246,81.41,2.5105,0.1201,65.245,16.4249,-21.46,0.1217,0.049834,0.6687
1425.6170780520347,121.93,2.7236,0.0414,52.776,384.4777,-0.0,0.02,0.0001,0.8665
1426.9513008672448,25.84,2.3385,0.1922,80.821,35.4492,-44.69,0.1884,2.796997,0.2874
1428.285523682455,49.48,2.4904,0.1209,70.056,32.0484,-42.38,0.1139,1.745297,0.5301
1429.6197464976651,89.25,2.705,0.0361,54.923,181.8542,-16.07,0.03,0.000226,0.7268
1430.9539693128752,31.69,2.5865,0.0484,59.028,432.8608,-97.73,0.0392,0.002799,0.3934
1432.2881921280855,31.69,2.4469,0.13,71.951,66.4197,-64.62,0.1248,1.02147,0.3671
1433.6224149432956,41.11,2.5153,0.0787,65.695,74.5891,-49.91,0.0753,0.159307,0.5066
1434.9566377585056,25.31,2.5072,0.055,67.002,150.4633,-58.17,0.0849,0.06858,0.3103
1436.2908605737157,64.79,2.6583,0.0453,57.855,84.5866,-26.87,0.0538,0.007849,0.7108
1437.625083388926,45.02,2.4996,0.1045,68.654,54.1728,-48.32,0.0934,0.097321,0.4242
1438.959306204136,36.68,2.5041,0.1088,67.165,76.4381,-62.97,0.0815,0.893083,0.4879
1440.2935290193464,45.63,2.5936,0.0364,61.49,140.2459,-62.29,0.0486,0.015129,0.5368
1441.6277518345564,75.97,2.6786,0.0409,54.08,246.9608,-19.34,0.0332,0.000447,0.5974
1442.9619746497665,48.37,2.5807,0.0042,58.205,769.2742,-33.92,0.0202,0.000143,0.5807
1444.2961974649766,60.03,2.588,0.0,59.024,358.5942,-29.32,0.0261,0.000373,0.6838
1445.6304202801869,32.94,2.5341,0.0891,68.199,94.5826,-34.95,0.0867,0.264353,0.3951
1446.964643095397,47.0,2.3861,0.1376,74.735,25.2489,-50.26,0.1514,1.83589,0.4362
1448.298865910607,27.78,2.5719,0.0312,61.037,209.9339,-64.2,0.0433,0.007206,0.4868
1449.6330887258173,30.68,2.5103,0.1184,67.743,99.0888,-37.6,0.0938,0.09731,0.3547
1450.9673115410274,47.09,2.5238,0.0483,66.695,55.9157,-65.38,0.0835,0.03139,0.4677
1452.3015343562374,39.56,2.5688,0.0444,63.263,147.4006,-38.38,0.0464,0.012512,0.5196
1453.6357571714475,85.09,2.7158,0.0181,53.026,226.2978,-23.83,0.0291,0.000132,0.7134
1454.9699799866578,41.45,2.5212,0.0901,68.012,56.2571,-73.38,0.091,0.315406,0.4176
1456.3042028018679,26.45,2.593,0.0302,59.61,591.9353,-77.99,0.0239,0.000825,0.5091
1457.6384256170782,112.77,2.7053,0.0213,55.19,121.569,-0.0,0.0308,0.0001,0.8583
1458.9726484322882,84.45,2.608,0.083,62.365,28.7505,-17.85,0.0887,0.015836,0.7215
1460.3068712474983,47.7,2.4624,0.0903,70.726,23.2846,-24.63,0.1191,0.342532,0.5094
1461.6410940627084,95.2,2.6729,0.0147,54.989,57.3761,-11.52,0.0477,0.000364,0.8801
1462.9753168779187,43.12,2.5485,0.0545,64.819,87.737,-48.94,0.0697,0.025433,0.437
1464.3095396931287,55.7,2.6093,0.0075,58.576,530.0864,-27.55,0.02,0.0001,0.6618
1465.643762508339,24.56,2.4267,0.1687,72.311,59.0881,-67.43,0.1331,1.250119,0.3196
1466.977985323549,30.23,2.6228,0.0674,61.106,312.9994,-87.25,0.0397,0.02104,0.4709
1468.3122081387592,48.82,2.5923,0.0742,64.592,109.0239,-54.53,0.0649,0.013333,0.4636
1469.6464309539692,58.41,2.4585,0.1264,72.722,28.5343,-40.74,0.1278,0.318743,0.4935
1470.9806537691795,46.85,2.5084,0.0714,65.475,54.2688,-63.44,0.0795,0.043007,0.5465
1472.3148765843896,33.19,2.5118,0.0923,70.187,56.4963,-70.44,0.1004,0.346128,0.4022
1473.6490993995997,90.29,2.6916,0.0205,51.809,189.2858,-15.68,0.0256,0.0001,0.7992
1474.98332221481,40.73,2.4696,0.1197,71.376,33.3028,-46.01,0.113,0.163851,0.4732
1476.31754503002,59.03,2.5865,0.0467,61.556,143.2531,-36.69,0.0454,0.006144,0.6077
1477.65176784523,57.08,2.5332,0.0488,63.433,64.7448,-52.38,0.0665,0.009629,0.5791
1478.9859906604402,52.54,2.5573,0.0357,62.953,135.6066,-47.21,0.0539,0.004756,0.5232
1480.3202134756505,75.0,2.5468,0.0934,62.324,31.1666,-27.48,0.0973,0.09255,0.5395
1481.6544362908605,21.45,2.4891,0.1169,68.1,50.2046,-68.25,0.0945,0.575874,0.4337
1482.9886591060708,80.95,2.6355,0.0955,56.809,52.3965,-11.03,0.06,0.001466,0.6811
1484.322881921281,40.07,2.5895,0.0269,60.802,527.6274,-59.84,0.0334,0.002586,0.448
1485.657104736491,115.64,2.7429,0.0343,50.466,346.711,-0.0,0.02,0.0001,0.8348
1486.991327551701,96.49,2.6392,0.0581,57.056,46.8651,-7.31,0.058,0.004297,0.7655
1488.3255503669113,109.58,2.6748,0.0843,57.775,54.042,-0.33,0.0534,0.002539,0.7867
1489.6597731821214,44.23,2.3924,0.1743,75.153,25.9574,-33.8,0.149,2.428092,0.4189
1490.9939959973315,104.47,2.5782,0.0773,64.155,23.0596,-3.68,0.0995,0.008592,0.6966
1492.3282188125418,39.62,2.5012,0.0848,63.262,152.476,-52.69,0.0631,0.006359,0.4393
1493.6624416277518,39.27,2.4609,0.1288,69.724,26.1473,-50.54,0.1185,0.205241,0.48
1494.996664442962,34.6,2.4942,0.1244,69.744,53.7714,-80.51,0.1049,0.227571,0.4361
1496.330887258172,119.81,2.6918,0.0313,53.845,447.3674,-0.0,0.02,0.0001,0.7808
1497.6651100733823,28.35,2.5951,0.1031,65.458,73.2713,-39.84,0.0711,0.016708,0.5043
1498.9993328885923,105.46,2.6823,0.052,54.962,135.7149,-2.75,0.0326,0.000179,0.8141
1500.3335557038026,37.35,2.4512,0.1015,69.977,88.3792,-75.89,0.104,0.22028,0.3389
1501.6677785190127,40.42,2.6079,0.0063,57.433,960.7972,-50.19,0.02,0.000357,0.5104
1503.0020013342228,32.98,2.4363,0.0859,70.398,42.975,-56.09,0.1159,0.317093,0.3747
1504.3362241494328,105.86,2.6768,0.0648,58.212,117.8474,-2.42,0.042,0.000291,0.7615
1505.6704469646431,38.01,2.4148,0.1428,72.065,53.3971,-57.25,0.1236,0.974713,0.3464
1507.0046697798532,96.78,2.7213,0.0,52.205,432.1788,-10.6,0.0207,0.0001,0.8121
1508.3388925950635,37.34,2.5166,0.0952,66.304,75.5104,-69.43,0.0755,0.037426,0.4821
1509.6731154102736,54.14,2.6658,0.0744,59.848,58.6258,-54.94,0.0671,0.017551,0.5733
1511.0073382254836,131.32,2.6694,0.0209,57.344,55.4426,-0.0,0.0482,0.001148,0.83
1512.3415610406937,98.26,2.685,0.0278,56.042,124.292,-7.53,0.0355,0.000172,0.7473
1513.6757838559038,46.94,2.5102,0.1062,67.086,67.0248,-26.38,0.0935,0.041502,0.3918
1515.010006671114,40.79,2.5288,0.0776,64.281,64.3844,-54.26,0.0724,0.027537,0.5441
1516.3442294863244,60.05,2.5873,0.0097,58.931,564.6891,-40.28,0.0218,0.000154,0.5975
1517.6784523015344,41.72,2.5724,0.0419,61.502,176.9834,-56.68,0.0489,0.023787,0.5128
1519.0126751167445,87.68,2.637,0.0668,56.228,81.5537,-22.97,0.0485,0.003152,0.727
1520.3468979319546,45.66,2.588,0.0297,62.262,143.7151,-54.21,0.0478,0.015055,0.5556
1521.6811207471646,45.58,2.4885,0.0831,67.625,45.7576,-51.61,0.1011,0.10767,0.4269
1523.015343562375,12.45,2.2929,0.2421,81.014,65.2805,-79.39,0.1979,15.614893,0.2024
1524.349566377585,44.23,2.6199,0.0006,56.219,791.6763,-55.04,0.02,0.000269,0.5818
1525.6837891927953,27.88,2.5626,0.0864,62.417,144.1765,-35.54,0.0532,0.00406,0.4753
1527.0180120080054,85.46,2.6934,0.0367,57.326,64.0247,-30.49,0.0547,0.003079,0.7673
1528.3522348232154,43.52,2.4973,0.0505,67.382,41.2121,-34.76,0.089,0.063583,0.5029
1529.6864576384255,46.1,2.4403,0.0892,70.815,30.9489,-38.02,0.1118,0.579418,0.4908
1531.0206804536358,32.25,2.4684,0.0937,69.319,43.1641,-68.28,0.1016,1.386456,0.4419
1532.3549032688459,58.35,2.4712,0.0846,69.408,33.5974,-32.04,0.106,0.091047,0.5721
1533.6891260840562,30.71,2.5944,0.0596,60.173,261.9632,-57.82,0.0403,0.029583,0.4493
1535.0233488992662,17.88,2.458,0.0851,71.361,38.7073,-73.36,0.1108,0.565966,0.4554
1536.3575717144763,45.69,2.4644,0.0609,69.749,36.0092,-51.9,0.1003,0.159538,0.4945
1537.6917945296864,31.58,2.3387,0.155,77.168,40.3729,-38.07,0.1668,19.575465,0.2871
1539.0260173448964,27.85,2.567,0.0212,62.706,189.471,-61.84,0.0448,0.009243,0.48
1540.3602401601067,47.63,2.4563,0.1645,69.051,42.9695,-40.36,0.1222,0.228517,0.4029
1541.694462975317,30.71,2.5434,0.0962,62.802,87.3609,-70.33,0.0646,0.007651,0.5166
1543.028685790527,43.93,2.4263,0.1505,71.488,36.3978,-48.53,0.1293,0.284436,0.4205
1544.3629086057372,37.77,2.615,0.0342,57.767,715.0735,-35.56,0.02,0.000466,0.553
1545.6971314209472,30.03,2.6139,0.0482,60.881,362.8984,-69.07,0.0315,0.004969,0.5622
1547.0313542361573,100.11,2.59,0.0765,62.712,28.759,-7.67,0.0961,0.005116,0.7144
1548.3655770513676,98.86,2.6112,0.0777,59.434,23.5379,-8.6,0.0815,0.004907,0.7284
1549.6997998665777,57.12,2.5638,0.0644,64.559,72.8714,-37.43,0.0676,0.048265,0.5314
1551.034022681788,50.53,2.391,0.2181,77.733,18.811,-72.95,0.1679,0.385026,0.4392
1552.368245496998,43.06,2.3933,0.2054,76.443,15.3746,-39.74,0.1651,1.613381,0.4349
1553.702468312208,43.27,2.5429,0.0,59.796,231.4212,-57.32,0.0401,0.010782,0.5198
1555.0366911274182,45.85,2.6149,0.027,58.351,690.1753,-45.33,0.02,0.000597,0.6306
1556.3709139426282,81.69,2.7189,0.0316,53.222,378.8389,-21.7,0.02,0.0001,0.784
1557.7051367578385,61.87,2.714,0.0691,55.899,97.5994,-27.73,0.0458,0.005246,0.6134
1559.0393595730488,39.15,2.6015,0.0581,60.687,690.4584,-54.12,0.0312,0.00216,0.4454
1560.373582388259,49.08,2.6376,0.0414,59.174,703.2183,-52.09,0.0287,0.000267,0.4482
1561.707805203469,24.1,2.5012,0.0928,68.95,84.6264,-42.51,0.088,0.16839,0.384
1563.042028018679,31.06,2.5195,0.0639,66.223,53.0659,-67.62,0.089,0.280622,0.443
1564.3762508338891,122.0,2.6699,0.0847,57.147,37.3546,-0.0,0.0576,0.002185,0.8691
1565.7104736490994,51.03,2.6433,0.0178,58.213,804.9289,-43.16,0.02,0.000153,0.5616
1567.0446964643095,49.58,2.5788,0.034,60.128,238.1488,-63.82,0.0379,0.002532,0.5693
1568.3789192795198,31.86,2.4068,0.1404,74.005,53.6058,-73.57,0.1388,0.752541,0.3517
1569.7131420947298,35.4,2.3122,0.1715,81.53,65.8185,-53.78,0.192,1.604471,0.2012
1571.04736490994,82.47,2.6961,0.0439,54.941,87.2153,-20.33,0.0373,0.00043,0.7457
1572.38158772515,36.65,2.5679,0.0792,64.28,88.4823,-51.37,0.0646,0.03518,0.4819
1573.7158105403603,41.25,2.5739,0.0343,63.054,156.8644,-39.01,0.0449,0.009662,0.5636
1575.0500333555703,42.48,2.3368,0.1976,79.273,18.2695,-66.45,0.1903,4.358746,0.3582
1576.3842561707806,39.98,2.488,0.0758,68.856,76.8119,-45.3,0.0937,0.206484,0.3957
1577.7184789859907,86.24,2.6037,0.0936,59.365,42.4813,-24.32,0.0694,0.006288,0.6952
1579.0527018012008,83.44,2.6153,0.0895,61.205,34.7994,-27.21,0.0715,0.009835,0.7228
1580.3869246164109,105.55,2.6632,0.0285,55.231,81.4009,-4.13,0.0382,0.000281,0.8809
1581.721147431621,30.24,2.4847,0.0651,66.996,101.8807,-65.93,0.0855,0.165961,0.3745
1583.0553702468312,32.6,2.5397,0.0587,66.916,103.5885,-52.66,0.0756,0.167166,0.4443
1584.3895930620415,131.24,2.7116,0.0072,53.926,415.2725,-0.0,0.02,0.0001,0.8597
1585.7238158772516,119.58,2.6367,0.1002,60.835,32.8455,-0.0,0.063,0.003619,0.8806
1587.0580386924617,36.44,2.5179,0.0518,65.533,87.2966,-59.94,0.074,0.118525,0.498
1588.3922615076717,41.58,2.5132,0.0559,66.81,77.5751,-54.08,0.0755,0.040946,0.504
1589.7264843228818,101.18,2.6888,0.0028,54.065,430.2911,-5.53,0.02,0.0001,0.8145
1591.060707138092,42.12,2.458,0.1322,74.793,22.8616,-62.75,0.1348,0.154359,0.491
1592.3949299533022,35.98,2.6383,0.0246,58.099,895.1749,-62.3,0.02,0.000742,0.5121
1593.7291527685124,46.53,2.4162,0.1544,72.166,27.9548,-46.26,0.1231,0.091612,0.5114
1595.0633755837225,53.64,2.5173,0.0484,65.963,73.0341,-56.8,0.0717,0.032646,0.4843
1596.3975983989326,95.87,2.5917,0.1107,63.785,18.0451,-11.72,0.0984,0.00933,0.7563
1597.7318212141427,25.11,2.4382,0.1227,70.687,48.2411,-47.97,0.1183,0.434509,0.3517
1599.066044029353,106.6,2.7141,0.01,53.364,250.3671,-3.19,0.0261,0.0001,0.7957
1600.400266844563,36.32,2.4218,0.1091,72.648,57.1165,-21.89,0.1263,2.764769,0.3994
1601.7344896597733,42.09,2.6329,0.0462,57.751,725.595,-58.43,0.02,0.000651,0.5919
1603.0687124749834,90.18,2.7287,0.0144,52.497,462.5966,-15.03,0.02,0.0001,0.779
1604.4029352901935,37.78,2.4962,0.0769,72.792,59.7198,-59.59,0.1188,0.269605,0.3502
1605.7371581054035,30.37,2.3955,0.1581,74.264,30.073,-67.66,0.1491,1.430412,0.4119
1607.0713809206136,42.26,2.4807,0.111,66.93,63.8256,-46.94,0.0804,0.068382,0.4822
1608.405603735824,76.28,2.6911,0.0468,55.974,166.864,-29.81,0.0391,0.002063,0.6492
1609.7398265510342,51.96,2.5514,0.0717,63.008,58.2929,-29.85,0.065,0.022337,0.5703
1611.0740493662443,24.68,2.5396,0.0631,65.91,118.1878,-55.46,0.0708,0.174471,0.4142
1612.4082721814543,113.29,2.6955,0.0068,51.819,333.9698,-0.0,0.02,0.0001,0.9093
1613.7424949966644,80.03,2.6506,0.069,58.067,87.1971,-21.87,0.0514,0.005709,0.635
1615.0767178118745,36.35,2.5351,0.0916,65.806,94.8598,-62.59,0.0819,0.184803,0.3808
1616.4109406270848,34.18,2.4017,0.1453,76.214,26.2303,-65.71,0.1541,1.284742,0.3803
1617.7451634422948,60.12,2.5881,0.054,61.862,107.7938,-44.12,0.0434,0.001805,0.6027
1619.0793862575051,47.7,2.5401,0.053,65.553,64.4087,-45.39,0.0748,0.043097,0.5194
1620.4136090727152,47.01,2.6343,0.0488,58.498,636.3644,-45.1,0.0236,0.000749,0.5499
1621.7478318879253,50.63,2.4878,0.1136,68.685,38.7028,-42.47,0.0999,0.119185,0.5227
1623.0820547031353,82.61,2.6925,0.0,54.788,589.6799,-23.48,0.02,0.0001,0.6375
1624.4162775183454,32.12,2.4462,0.1861,72.329,28.4602,-47.72,0.1259,0.265108,0.4266
1625.7505003335557,38.24,2.4755,0.109,71.307,46.2747,-48.15,0.1096,0.533191,0.4185
1627.084723148766,126.56,2.7007,0.0139,53.401,357.4706,-0.0,0.02,0.0001,0.8353
1628.418945963976,37.25,2.5731,0.0636,64.208,102.239,-81.72,0.0681,0.131465,0.473
1629.7531687791861,45.75,2.5979,0.0403,59.797,473.9566,-55.08,0.0318,0.00089,0.4571
1631.0873915943962,74.06,2.4711,0.1401,72.471,15.2702,-34.89,0.1619,0.63135,0.5229
1632.4216144096063,44.76,2.5873,0.0688,61.701,269.55,-62.56,0.0458,0.003197,0.4238
1633.7558372248166,52.3,2.3633,0.1916,81.487,22.3066,-42.25,0.1947,2.890847,0.3462
1635.0900600400266,51.39,2.5758,0.028,61.627,217.658,-38.94,0.0397,0.00493,0.5713
1636.424282855237,47.76,2.5,0.0667,65.473,72.2266,-46.72,0.0761,0.018388,0.503
1637.758505670447,46.54,2.5207,0.0937,64.767,80.6737,-51.76,0.0686,0.075319,0.5349
1639.092728485657,21.46,2.4312,0.1337,70.513,46.5311,-32.03,0.1236,0.279047,0.3888
1640.4269513008671,39.36,2.597,0.0,58.848,689.5481,-58.48,0.02,0.000289,0.6299
1641.7611741160774,34.11,2.4473,0.1352,71.995,36.6385,-39.21,0.1217,0.160462,0.448
1643.0953969312875,57.4,2.4944,0.0636,65.121,63.6871,-39.35,0.0762,0.107288,0.4886
1644.4296197464978,79.2,2.6458,0.0716,56.594,112.7254,-25.18,0.0504,0.001204,0.6048
1645.7638425617079,147.07,2.7139,0.0,55.622,413.3558,-0.0,0.0202,0.0001,0.8825
1647.098065376918,101.82,2.6117,0.1017,61.507,39.5369,-6.55,0.0809,0.000835,0.6792
1648.432288192128,48.11,2.5798,0.0499,62.156,151.2632,-48.07,0.0523,0.0024,0.5011
1649.766511007338,48.55,2.6008,0.0593,59.05,314.5323,-41.0,0.0319,0.001251,0.5809
1651.1007338225484,41.72,2.4021,0.1364,73.387,25.7385,-44.59,0.1386,0.291155,0.4478
1652.4349566377587,37.67,2.4957,0.0661,67.712,62.1327,-49.6,0.0858,0.172663,0.4456
1653.7691794529687,63.82,2.7101,0.0,53.944,169.2308,-39.95,0.0329,0.000645,0.6145
1655.1034022681788,56.91,2.5654,0.0764,65.005,59.9775,-51.38,0.0767,0.052489,0.5309
1656.4376250833889,36.49,2.5413,0.084,67.519,53.3721,-61.68,0.0807,0.203547,0.5055
1657.771847898599,38.19,2.5409,0.0454,63.408,128.1484,-90.04,0.0508,0.005463,0.5319
1659.1060707138092,54.93,2.5331,0.1783,65.432,28.9562,-48.85,0.1321,0.360111,0.4783
1660.4402935290193,35.79,2.4848,0.1029,65.374,42.325,-73.67,0.0931,0.166956,0.4682
1661.7745163442296,101.78,2.6856,0.0,52.741,264.5246,-6.86,0.0279,0.0001,0.8459
1663.1087391594397,54.19,2.4054,0.1502,75.063,24.1149,-28.66,0.1398,1.216231,0.4711
1664.4429619746497,47.69,2.6394,0.0417,58.87,876.4566,-57.11,0.02,0.000105,0.5739
1665.7771847898598,43.18,2.2893,0.1964,84.45,15.7743,-69.4,0.2108,4.132646,0.3442
1667.1114076050699,44.97,2.5933,0.0636,61.014,120.1748,-42.74,0.0419,0.002872,0.6191
1668.4456304202802,21.15,2.5496,0.0607,62.252,177.1835,-30.75,0.0531,0.015394,0.4956
1669.7798532354905,31.22,2.5874,0.0617,58.648,496.3811,-42.74,0.0259,0.007104,0.5261
1671.1140760507005,95.66,2.7049,0.0,51.933,319.3745,-14.43,0.02,0.0001,0.9099
1672.4482988659106,87.68,2.6983,0.0645,57.393,81.0031,-17.16,0.0517,0.001408,0.5928
1673.7825216811207,27.6,2.3936,0.1489,72.879,46.4255,-52.01,0.1399,3.1672,0.3628
1675.1167444963307,41.89,2.576,0.0668,61.742,137.828,-62.06,0.0485,0.02095,0.5255
1676.450967311541,57.1,2.6088,0.0493,61.982,601.4083,-38.31,0.0265,0.0001,0.581
1677.785190126751,48.73,2.379,0.1787,74.231,45.7163,-50.39,0.1496,0.715081,0.3112
1679.1194129419614,109.56,2.6373,0.0767,56.931,68.6083,-0.42,0.045,0.000561,0.8348
1680.4536357571715,98.03,2.7157,0.0496,54.525,146.1644,-10.74,0.0346,0.000142,0.751
1681.7878585723815,33.61,2.4898,0.0942,67.522,69.9482,-63.58,0.0973,0.192004,0.3638
1683.1220813875916,42.46,2.6343,0.0169,59.881,168.1495,-49.62,0.0349,0.004916,0.5962
1684.456304202802,44.07,2.5406,0.0593,65.845,83.8799,-56.39,0.0727,0.054679,0.4922
1685.790527018012,38.41,2.6131,0.0165,59.936,291.8036,-46.4,0.0401,0.0152,0.4206
1687.1247498332223,29.78,2.4563,0.1377,73.551,41.3565,-39.27,0.1294,1.196014,0.3803
1688.4589726484323,23.62,2.4361,0.1222,73.009,56.2181,-76.59,0.1414,2.080865,0.3128
1689.7931954636424,36.46,2.5152,0.0645,63.335,112.8716,-35.62,0.0684,0.013658,0.3992
1691.1274182788525,33.09,2.5595,0.0986,67.481,78.5654,-56.82,0.0898,0.191661,0.3973
1692.4616410940625,52.43,2.5059,0.0622,66.679,47.3078,-36.83,0.0863,0.051251,0.5672
1693.7958639092728,54.79,2.6041,0.0602,61.207,152.3575,-38.19,0.048,0.002069,0.5169
1695.1300867244831,20.04,2.6008,0.0173,58.23,818.6109,-47.95,0.02,0.001003,0.5001
1696.4643095396932,41.58,2.621,0.0405,58.164,902.7042,-45.77,0.02,0.000132,0.5524
1697.7985323549033,65.78,2.4005,0.1467,75.704,23.4702,-37.51,0.1376,0.236599,0.5192
1699.1327551701133,54.45,2.472,0.053,68.146,26.7287,-45.75,0.094,0.02743,0.5708
1700.4669779853234,91.81,2.7414,0.0146,53.501,507.4879,-13.86,0.02,0.0001,0.7167
1701.8012008005337,50.06,2.5474,0.0664,62.615,97.7806,-41.43,0.0596,0.011789,0.5645
1703.1354236157438,41.75,2.5915,0.0674,61.398,161.3993,-66.59,0.0484,0.003466,0.5558
1704.469646430954,42.57,2.6002,0.0407,59.053,277.4813,-59.91,0.0375,0.002544,0.4725
1705.8038692461641,57.86,2.4398,0.1197,71.796,27.2721,-22.62,0.1248,0.333592,0.4983
1707.1380920613742,102.26,2.6214,0.0636,57.766,49.5484,-7.28,0.0571,0.002099,0.7875
1708.4723148765843,51.44,2.5261,0.0806,62.959,94.5531,-48.8,0.0586,0.014241,0.5457
1709.8065376917946,62.48,2.6535,0.028,55.112,86.2387,-29.16,0.0476,0.001767,0.7004
1711.1407605070046,45.2,2.5247,0.1142,67.905,66.5004,-60.29,0.0892,0.022901,0.4485
1712.474983322215,38.98,2.5708,0.0632,63.226,194.0426,-46.37,0.0554,0.009832,0.4613
1713.809206137425,40.69,2.4365,0.1476,74.709,43.1343,-54.13,0.1439,7.308763,0.3366
1715.143428952635,65.33,2.6158,0.0008,60.241,230.5868,-53.11,0.0309,0.000186,0.653
1716.4776517678451,32.77,2.3244,0.1736,80.579,30.575,-54.2,0.191,2.183152,0.288
1717.8118745830552,56.65,2.5328,0.1217,70.442,40.888,-27.22,0.0953,0.186435,0.5
1719.1460973982655,85.19,2.6106,0.0992,60.413,29.7482,-27.26,0.0804,0.008017,0.7499
1720.4803202134758,40.29,2.5944,0.0407,59.46,391.9074,-44.89,0.0287,0.000949,0.5144
1721.8145430286859,52.73,2.6077,0.0,58.113,456.4299,-31.06,0.0258,0.000672,0.5741
1723.148765843896,40.71,2.667,0.0246,57.806,832.1457,-40.6,0.0252,0.000267,0.4561
